Event,Fight
UFC Fight Night: Makhachev vs. Moises,Amanda Lemos vs. Montserrat Conejo
UFC Fight Night: Makhachev vs. Moises,Sergey Morozov vs. Khalid Taha
UFC Fight Night: Makhachev vs. Moises,Malcolm Gordon vs. Francisco Figueiredo
UFC Fight Night: Makhachev vs. Moises,Rodrigo Nascimento vs. Alan Baudot
UFC 264: Poirier vs. McGregor 3,Dustin Poirier vs. Conor McGregor
UFC 264: Poirier vs. McGregor 3,Gilbert Burns vs. Stephen Thompson
UFC 264: Poirier vs. McGregor 3,Tai Tuivasa vs. Greg Hardy
UFC 264: Poirier vs. McGregor 3,Irene Aldana vs. Yana Kunitskaya
UFC 264: Poirier vs. McGregor 3,Sean O'Malley vs. Kris Moutinho
UFC 264: Poirier vs. McGregor 3,Max Griffin vs. Carlos Condit
UFC 264: Poirier vs. McGregor 3,Michel Pereira vs. Niko Price
UFC 264: Poirier vs. McGregor 3,Ilia Topuria vs. Ryan Hall
UFC 264: Poirier vs. McGregor 3,Dricus Du Plessis vs. Trevin Giles
UFC 264: Poirier vs. McGregor 3,Jennifer Maia vs. Jessica Eye
UFC 264: Poirier vs. McGregor 3,Brad Tavares vs. Omari Akhmedov
UFC 264: Poirier vs. McGregor 3,Zhalgas Zhumagulov vs. Jerome Rivera
UFC Fight Night: Gane vs. Volkov,Ciryl Gane vs. Alexander Volkov
UFC Fight Night: Gane vs. Volkov,Tanner Boser vs. Ovince Saint Preux
UFC Fight Night: Gane vs. Volkov,Timur Valiev vs. Raoni Barcelos
UFC Fight Night: Gane vs. Volkov,Andre Fili vs. Daniel Pineda
UFC Fight Night: Gane vs. Volkov,Tim Means vs. Nicolas Dalby
UFC Fight Night: Gane vs. Volkov,Renato Moicano vs. Jai Herbert
UFC Fight Night: Gane vs. Volkov,Kennedy Nzechukwu vs. Danilo Marques
UFC Fight Night: Gane vs. Volkov,Shavkat Rakhmonov vs. Michel Prazeres
UFC Fight Night: Gane vs. Volkov,Jeremiah Wells vs. Warlley Alves
UFC Fight Night: Gane vs. Volkov,Marcin Prachnio vs. Ike Villanueva
UFC Fight Night: Gane vs. Volkov,Julia Avila vs. Julija Stoliarenko
UFC Fight Night: Gane vs. Volkov,Charles Rosa vs. Justin Jaynes
UFC Fight Night: Gane vs. Volkov,Damir Hadzovic vs. Yancy Medeiros
UFC Fight Night: Jung vs. Ige,Chan Sung Jung vs. Dan Ige
UFC Fight Night: Jung vs. Ige,Serghei Spivac vs. Aleksei Oleinik
UFC Fight Night: Jung vs. Ige,Marlon Vera vs. Davey Grant
UFC Fight Night: Jung vs. Ige,SeungWoo Choi vs. Julian Erosa
UFC Fight Night: Jung vs. Ige,Bruno Arruda da Silva vs. Wellington Turman
UFC Fight Night: Jung vs. Ige,Matt Brown vs. Dhiego Lima
UFC Fight Night: Jung vs. Ige,Nicolae Negumereanu vs. Aleksa Camur
UFC Fight Night: Jung vs. Ige,Virna Jandiroba vs. Kanako Murata
UFC Fight Night: Jung vs. Ige,Khaos Williams vs. Matthew Semelsberger
UFC Fight Night: Jung vs. Ige,Josh Parisian vs. Roque Martinez
UFC Fight Night: Jung vs. Ige,Ricky Glenn vs. Joaquim Silva
UFC Fight Night: Jung vs. Ige,Casey O'Neill vs. Lara Procopio
UFC 263: Adesanya vs. Vettori 2,Israel Adesanya vs. Marvin Vettori
UFC 263: Adesanya vs. Vettori 2,Brandon Moreno vs. Deiveson Figueiredo
UFC 263: Adesanya vs. Vettori 2,Leon Edwards vs. Nate Diaz
UFC 263: Adesanya vs. Vettori 2,Belal Muhammad vs. Demian Maia
UFC 263: Adesanya vs. Vettori 2,Paul Craig vs. Jamahal Hill
UFC 263: Adesanya vs. Vettori 2,Brad Riddell vs. Drew Dober
UFC 263: Adesanya vs. Vettori 2,Eryk Anders vs. Darren Stewart
UFC 263: Adesanya vs. Vettori 2,Lauren Murphy vs. Joanne Wood
UFC 263: Adesanya vs. Vettori 2,Movsar Evloev vs. Hakeem Dawodu
UFC 263: Adesanya vs. Vettori 2,Pannie Kianzad vs. Alexis Davis
UFC 263: Adesanya vs. Vettori 2,Terrance McKinney vs. Matt Frevola
UFC 263: Adesanya vs. Vettori 2,Steven Peterson vs. Chase Hooper
UFC 263: Adesanya vs. Vettori 2,Fares Ziam vs. Luigi Vendramini
UFC 263: Adesanya vs. Vettori 2,Carlos Felipe vs. Jake Collier
UFC Fight Night: Rozenstruik vs. Sakai,Jairzinho Rozenstruik vs. Augusto Sakai
UFC Fight Night: Rozenstruik vs. Sakai,Marcin Tybura vs. Walt Harris
UFC Fight Night: Rozenstruik vs. Sakai,Roman Dolidze vs. Laureano Staropoli
UFC Fight Night: Rozenstruik vs. Sakai,Santiago Ponzinibbio vs. Miguel Baeza
UFC Fight Night: Rozenstruik vs. Sakai,Gregory Rodrigues vs. Dusko Todorovic
UFC Fight Night: Rozenstruik vs. Sakai,Montana De La Rosa vs. Ariane Lipski
UFC Fight Night: Rozenstruik vs. Sakai,Ilir Latifi vs. Tanner Boser
UFC Fight Night: Rozenstruik vs. Sakai,Muslim Salikhov vs. Francisco Trinaldo
UFC Fight Night: Rozenstruik vs. Sakai,Kamuela Kirk vs. Makwan Amirkhani
UFC Fight Night: Rozenstruik vs. Sakai,Alan Patrick vs. Mason Jones
UFC Fight Night: Rozenstruik vs. Sakai,Manon Fiorot vs. Tabatha Ricci
UFC Fight Night: Rozenstruik vs. Sakai,Sean Woodson vs. Youssef Zalal
UFC Fight Night: Rozenstruik vs. Sakai,Claudio Puelles vs. Jordan Leavitt
UFC Fight Night: Font vs. Garbrandt,Rob Font vs. Cody Garbrandt
UFC Fight Night: Font vs. Garbrandt,Carla Esparza vs. Yan Xiaonan
UFC Fight Night: Font vs. Garbrandt,Jared Vanderaa vs. Justin Tafa
UFC Fight Night: Font vs. Garbrandt,Norma Dumont vs. Felicia Spencer
UFC Fight Night: Font vs. Garbrandt,Ricardo Ramos vs. Bill Algeo
UFC Fight Night: Font vs. Garbrandt,Jack Hermansson vs. Edmen Shahbazyan
UFC Fight Night: Font vs. Garbrandt,Ben Rothwell vs. Chris Barnett
UFC Fight Night: Font vs. Garbrandt,Court McGee vs. Claudio Silva
UFC Fight Night: Font vs. Garbrandt,Bruno Gustavo da Silva vs. Victor Rodriguez
UFC Fight Night: Font vs. Garbrandt,Josh Culibao vs. Shayilan Nuerdanbieke
UFC Fight Night: Font vs. Garbrandt,David Dvorak vs. Juancamilo Ronderos
UFC Fight Night: Font vs. Garbrandt,Damir Ismagulov vs. Rafael Alves
UFC 262: Oliveira vs. Chandler,Charles Oliveira vs. Michael Chandler
UFC 262: Oliveira vs. Chandler,Beneil Dariush vs. Tony Ferguson
UFC 262: Oliveira vs. Chandler,Matt Schnell vs. Rogerio Bontorin
UFC 262: Oliveira vs. Chandler,Katlyn Chookagian vs. Viviane Araujo
UFC 262: Oliveira vs. Chandler,Edson Barboza vs. Shane Burgos
UFC 262: Oliveira vs. Chandler,Andre Muniz vs. Jacare Souza
UFC 262: Oliveira vs. Chandler,Lando Vannata vs. Mike Grundy
UFC 262: Oliveira vs. Chandler,Jordan Wright vs. Jamie Pickett
UFC 262: Oliveira vs. Chandler,Andrea Lee vs. Antonina Shevchenko
UFC 262: Oliveira vs. Chandler,Priscila Cachoeira vs. Gina Mazany
UFC 262: Oliveira vs. Chandler,Tucker Lutz vs. Kevin Aguilar
UFC 262: Oliveira vs. Chandler,Christos Giagos vs. Sean Soriano
UFC Fight Night: Rodriguez vs. Waterson,Marina Rodriguez vs. Michelle Waterson
UFC Fight Night: Rodriguez vs. Waterson,Alex Morono vs. Donald Cerrone
UFC Fight Night: Rodriguez vs. Waterson,Neil Magny vs. Geoff Neal
UFC Fight Night: Rodriguez vs. Waterson,Marcos Rogerio de Lima vs. Maurice Greene
UFC Fight Night: Rodriguez vs. Waterson,Gregor Gillespie vs. Diego Ferreira
UFC Fight Night: Rodriguez vs. Waterson,Phil Hawes vs. Kyle Daukaus
UFC Fight Night: Rodriguez vs. Waterson,Michael Trizano vs. Ludovit Klein
UFC Fight Night: Rodriguez vs. Waterson,Junyong Park vs. Tafon Nchukwi
UFC Fight Night: Rodriguez vs. Waterson,Carlston Harris vs. Christian Aguilera
UFC Fight Night: Reyes vs. Prochazka,Jiri Prochazka vs. Dominick Reyes
UFC Fight Night: Reyes vs. Prochazka,Giga Chikadze vs. Cub Swanson
UFC Fight Night: Reyes vs. Prochazka,Ion Cutelaba vs. Dustin Jacoby
UFC Fight Night: Reyes vs. Prochazka,Sean Strickland vs. Krzysztof Jotko
UFC Fight Night: Reyes vs. Prochazka,Merab Dvalishvili vs. Cody Stamann
UFC Fight Night: Reyes vs. Prochazka,Luana Pinheiro vs. Randa Markos
UFC Fight Night: Reyes vs. Prochazka,TJ Brown vs. Kai Kamaka
UFC Fight Night: Reyes vs. Prochazka,Luana Carolina vs. Poliana Botelho
UFC Fight Night: Reyes vs. Prochazka,Loma Lookboonmee vs. Sam Hughes
UFC Fight Night: Reyes vs. Prochazka,Andreas Michailidis vs. KB Bhullar
UFC Fight Night: Reyes vs. Prochazka,Felipe Colares vs. Luke Sanders
UFC 261: Usman vs. Masvidal 2,Kamaru Usman vs. Jorge Masvidal
UFC 261: Usman vs. Masvidal 2,Rose Namajunas vs. Zhang Weili
UFC 261: Usman vs. Masvidal 2,Valentina Shevchenko vs. Jessica Andrade
UFC 261: Usman vs. Masvidal 2,Uriah Hall vs. Chris Weidman
UFC 261: Usman vs. Masvidal 2,Anthony Smith vs. Jimmy Crute
UFC 261: Usman vs. Masvidal 2,Randy Brown vs. Alex Oliveira
UFC 261: Usman vs. Masvidal 2,Dwight Grant vs. Stefan Sekulic
UFC 261: Usman vs. Masvidal 2,Brendan Allen vs. Karl Roberson
UFC 261: Usman vs. Masvidal 2,Pat Sabatini vs. Tristan Connelly
UFC 261: Usman vs. Masvidal 2,Danaa Batgerel vs. Kevin Natividad
UFC 261: Usman vs. Masvidal 2,Kazula Vargas vs. Rong Zhu
UFC 261: Usman vs. Masvidal 2,Jeff Molina vs. Aoriqileng
UFC 261: Usman vs. Masvidal 2,Ariane Carnelossi vs. Na Liang
UFC Fight Night: Whittaker vs. Gastelum,Robert Whittaker vs. Kelvin Gastelum
UFC Fight Night: Whittaker vs. Gastelum,Andrei Arlovski vs. Chase Sherman
UFC Fight Night: Whittaker vs. Gastelum,Jacob Malkoun vs. Abdul Razak Alhassan
UFC Fight Night: Whittaker vs. Gastelum,Tracy Cortez vs. Justine Kish
UFC Fight Night: Whittaker vs. Gastelum,Luis Pena vs. Alexander Munoz
UFC Fight Night: Whittaker vs. Gastelum,Alexandr Romanov vs. Juan Espino
UFC Fight Night: Whittaker vs. Gastelum,Jessica Penne vs. Loopy Godinez
UFC Fight Night: Whittaker vs. Gastelum,Gerald Meerschaert vs. Bartosz Fabinski
UFC Fight Night: Whittaker vs. Gastelum,Austin Hubbard vs. Dakota Bush
UFC Fight Night: Whittaker vs. Gastelum,Tony Gravely vs. Anthony Birchak
UFC Fight Night: Vettori vs. Holland,Marvin Vettori vs. Kevin Holland
UFC Fight Night: Vettori vs. Holland,Arnold Allen vs. Sodiq Yusuff
UFC Fight Night: Vettori vs. Holland,Julian Marquez vs. Sam Alvey
UFC Fight Night: Vettori vs. Holland,Mackenzie Dern vs. Nina Nunes
UFC Fight Night: Vettori vs. Holland,Daniel Rodriguez vs. Mike Perry
UFC Fight Night: Vettori vs. Holland,Joe Solecki vs. Jim Miller
UFC Fight Night: Vettori vs. Holland,Mateusz Gamrot vs. Scott Holtzman
UFC Fight Night: Vettori vs. Holland,John Makdessi vs. Ignacio Bahamondes
UFC Fight Night: Vettori vs. Holland,Jarjis Danho vs. Yorgan De Castro
UFC Fight Night: Vettori vs. Holland,Jack Shore vs. Hunter Azure
UFC Fight Night: Vettori vs. Holland,Luis Saldana vs. Jordan Griffin
UFC Fight Night: Vettori vs. Holland,Da-Un Jung vs. William Knight
UFC Fight Night: Vettori vs. Holland,Impa Kasanganay vs. Sasha Palatnikov
UFC 260: Miocic vs. Ngannou,Francis Ngannou vs. Stipe Miocic
UFC 260: Miocic vs. Ngannou,Vicente Luque vs. Tyron Woodley
UFC 260: Miocic vs. Ngannou,Sean O'Malley vs. Thomas Almeida
UFC 260: Miocic vs. Ngannou,Miranda Maverick vs. Gillian Robertson
UFC 260: Miocic vs. Ngannou,Jamie Mullarkey vs. Khama Worthy
UFC 260: Miocic vs. Ngannou,Alonzo Menifield vs. Fabio Cherant
UFC 260: Miocic vs. Ngannou,Abubakar Nurmagomedov vs. Jared Gooden
UFC 260: Miocic vs. Ngannou,Michal Oleksiejczuk vs. Modestas Bukauskas
UFC 260: Miocic vs. Ngannou,Omar Morales vs. Shane Young
UFC 260: Miocic vs. Ngannou,Marc-Andre Barriault vs. Abu Azaitar
UFC Fight Night: Brunson vs. Holland,Derek Brunson vs. Kevin Holland
UFC Fight Night: Brunson vs. Holland,Max Griffin vs. Song Kenan
UFC Fight Night: Brunson vs. Holland,Montserrat Conejo vs. Cheyanne Vlismas
UFC Fight Night: Brunson vs. Holland,Adrian Yanez vs. Gustavo Lopez
UFC Fight Night: Brunson vs. Holland,Tai Tuivasa vs. Harry Hunsucker
UFC Fight Night: Brunson vs. Holland,Macy Chiasson vs. Marion Reneau
UFC Fight Night: Brunson vs. Holland,Grant Dawson vs. Leonardo Santos
UFC Fight Night: Brunson vs. Holland,Trevin Giles vs. Roman Dolidze
UFC Fight Night: Brunson vs. Holland,Montel Jackson vs. Jesse Strader
UFC Fight Night: Brunson vs. Holland,Bruno Gustavo da Silva vs. JP Buys
UFC Fight Night: Edwards vs. Muhammad,Leon Edwards vs. Belal Muhammad
UFC Fight Night: Edwards vs. Muhammad,Ryan Spann vs. Misha Cirkunov
UFC Fight Night: Edwards vs. Muhammad,Dan Ige vs. Gavin Tucker
UFC Fight Night: Edwards vs. Muhammad,Davey Grant vs. Jonathan Martinez
UFC Fight Night: Edwards vs. Muhammad,Matheus Nicolau vs. Manel Kape
UFC Fight Night: Edwards vs. Muhammad,Eryk Anders vs. Darren Stewart
UFC Fight Night: Edwards vs. Muhammad,Angela Hill vs. Ashley Yoder
UFC Fight Night: Edwards vs. Muhammad,Charles Jourdain vs. Marcelo Rojo
UFC Fight Night: Edwards vs. Muhammad,Rani Yahya vs. Ray Rodriguez
UFC Fight Night: Edwards vs. Muhammad,Nasrat Haqparast vs. Rafa Garcia
UFC Fight Night: Edwards vs. Muhammad,JJ Aldrich vs. Cortney Casey
UFC Fight Night: Edwards vs. Muhammad,Jinh Yu Frey vs. Gloria de Paula
UFC Fight Night: Edwards vs. Muhammad,Matthew Semelsberger vs. Jason Witt
UFC 259: Blachowicz vs. Adesanya,Jan Blachowicz vs. Israel Adesanya
UFC 259: Blachowicz vs. Adesanya,Amanda Nunes vs. Megan Anderson
UFC 259: Blachowicz vs. Adesanya,Aljamain Sterling vs. Petr Yan
UFC 259: Blachowicz vs. Adesanya,Islam Makhachev vs. Drew Dober
UFC 259: Blachowicz vs. Adesanya,Aleksandar Rakic vs. Thiago Santos
UFC 259: Blachowicz vs. Adesanya,Dominick Cruz vs. Casey Kenney
UFC 259: Blachowicz vs. Adesanya,Kyler Phillips vs. Song Yadong
UFC 259: Blachowicz vs. Adesanya,Askar Askarov vs. Joseph Benavidez
UFC 259: Blachowicz vs. Adesanya,Kai Kara-France vs. Rogerio Bontorin
UFC 259: Blachowicz vs. Adesanya,Tim Elliott vs. Jordan Espinosa
UFC 259: Blachowicz vs. Adesanya,Kennedy Nzechukwu vs. Carlos Ulberg
UFC 259: Blachowicz vs. Adesanya,Sean Brady vs. Jake Matthews
UFC 259: Blachowicz vs. Adesanya,Amanda Lemos vs. Livinha Souza
UFC 259: Blachowicz vs. Adesanya,Uros Medic vs. Aalon Cruz
UFC 259: Blachowicz vs. Adesanya,Trevin Jones vs. Mario Bautista
UFC Fight Night: Rozenstruik vs. Gane,Ciryl Gane vs. Jairzinho Rozenstruik
UFC Fight Night: Rozenstruik vs. Gane,Magomed Ankalaev vs. Nikita Krylov
UFC Fight Night: Rozenstruik vs. Gane,Montana De La Rosa vs. Mayra Bueno Silva
UFC Fight Night: Rozenstruik vs. Gane,Pedro Munhoz vs. Jimmie Rivera
UFC Fight Night: Rozenstruik vs. Gane,Alex Caceres vs. Kevin Croom
UFC Fight Night: Rozenstruik vs. Gane,Thiago Moises vs. Alexander Hernandez
UFC Fight Night: Rozenstruik vs. Gane,Alexis Davis vs. Sabina Mazo
UFC Fight Night: Rozenstruik vs. Gane,Ronnie Lawrence vs. Vince Cachero
UFC Fight Night: Rozenstruik vs. Gane,Dustin Jacoby vs. Maxim Grishin
UFC Fight Night: Blaydes vs. Lewis,Derrick Lewis vs. Curtis Blaydes
UFC Fight Night: Blaydes vs. Lewis,Yana Kunitskaya vs. Ketlen Vieira
UFC Fight Night: Blaydes vs. Lewis,Darrick Minner vs. Charles Rosa
UFC Fight Night: Blaydes vs. Lewis,Chris Daukaus vs. Aleksei Oleinik
UFC Fight Night: Blaydes vs. Lewis,Phil Hawes vs. Nassourdine Imavov
UFC Fight Night: Blaydes vs. Lewis,Tom Aspinall vs. Andrei Arlovski
UFC Fight Night: Blaydes vs. Lewis,Jared Gordon vs. Danny Chavez
UFC Fight Night: Blaydes vs. Lewis,John Castaneda vs. Eddie Wineland
UFC Fight Night: Blaydes vs. Lewis,Julian Erosa vs. Nate Landwehr
UFC Fight Night: Blaydes vs. Lewis,Casey O'Neill vs. Shana Dobson
UFC Fight Night: Blaydes vs. Lewis,Aiemann Zahabi vs. Drako Rodriguez
UFC Fight Night: Blaydes vs. Lewis,Serghei Spivac vs. Jared Vanderaa
UFC 258: Usman vs. Burns,Kamaru Usman vs. Gilbert Burns
UFC 258: Usman vs. Burns,Alexa Grasso vs. Maycee Barber
UFC 258: Usman vs. Burns,Kelvin Gastelum vs. Ian Heinisch
UFC 258: Usman vs. Burns,Ricky Simon vs. Brian Kelleher
UFC 258: Usman vs. Burns,Julian Marquez vs. Maki Pitolo
UFC 258: Usman vs. Burns,Anthony Hernandez vs. Rodolfo Vieira
UFC 258: Usman vs. Burns,Belal Muhammad vs. Dhiego Lima
UFC 258: Usman vs. Burns,Polyana Viana vs. Mallory Martin
UFC 258: Usman vs. Burns,Chris Gutierrez vs. Andre Ewell
UFC 258: Usman vs. Burns,Gabe Green vs. Phil Rowe
UFC Fight Night: Overeem vs. Volkov,Alexander Volkov vs. Alistair Overeem
UFC Fight Night: Overeem vs. Volkov,Cory Sandhagen vs. Frankie Edgar
UFC Fight Night: Overeem vs. Volkov,Clay Guida vs. Michael Johnson
UFC Fight Night: Overeem vs. Volkov,Alexandre Pantoja vs. Manel Kape
UFC Fight Night: Overeem vs. Volkov,Beneil Dariush vs. Diego Ferreira
UFC Fight Night: Overeem vs. Volkov,Danilo Marques vs. Mike Rodriguez
UFC Fight Night: Overeem vs. Volkov,Devonte Smith vs. Justin Jaynes
UFC Fight Night: Overeem vs. Volkov,Karol Rosa vs. Joselyne Edwards
UFC Fight Night: Overeem vs. Volkov,Lara Procopio vs. Molly McCann
UFC Fight Night: Overeem vs. Volkov,SeungWoo Choi vs. Youssef Zalal
UFC Fight Night: Overeem vs. Volkov,Timur Valiev vs. Martin Day
UFC Fight Night: Overeem vs. Volkov,Ode Osbourne vs. Jerome Rivera
UFC 257: Poirier vs. McGregor,Dustin Poirier vs. Conor McGregor
UFC 257: Poirier vs. McGregor,Michael Chandler vs. Dan Hooker
UFC 257: Poirier vs. McGregor,Joanne Wood vs. Jessica Eye
UFC 257: Poirier vs. McGregor,Makhmud Muradov vs. Andrew Sanchez
UFC 257: Poirier vs. McGregor,Marina Rodriguez vs. Amanda Ribas
UFC 257: Poirier vs. McGregor,Arman Tsarukyan vs. Matt Frevola
UFC 257: Poirier vs. McGregor,Brad Tavares vs. Antonio Carlos Junior
UFC 257: Poirier vs. McGregor,Julianna Pena vs. Sara McMann
UFC 257: Poirier vs. McGregor,Marcin Prachnio vs. Khalil Rountree Jr.
UFC 257: Poirier vs. McGregor,Movsar Evloev vs. Nik Lentz
UFC 257: Poirier vs. McGregor,Amir Albazi vs. Zhalgas Zhumagulov
UFC Fight Night: Chiesa vs. Magny,Michael Chiesa vs. Neil Magny
UFC Fight Night: Chiesa vs. Magny,Warlley Alves vs. Mounir Lazzez
UFC Fight Night: Chiesa vs. Magny,Ike Villanueva vs. Vinicius Moreira
UFC Fight Night: Chiesa vs. Magny,Viviane Araujo vs. Roxanne Modafferi
UFC Fight Night: Chiesa vs. Magny,Matt Schnell vs. Tyson Nam
UFC Fight Night: Chiesa vs. Magny,Lerone Murphy vs. Douglas Silva de Andrade
UFC Fight Night: Chiesa vs. Magny,Omari Akhmedov vs. Tom Breese
UFC Fight Night: Chiesa vs. Magny,Ricky Simon vs. Gaetano Pirrello
UFC Fight Night: Chiesa vs. Magny,Sumudaerji vs. Zarrukh Adashev
UFC Fight Night: Chiesa vs. Magny,Dalcha Lungiambula vs. Markus Perez
UFC Fight Night: Chiesa vs. Magny,Francisco Figueiredo vs. Jerome Rivera
UFC Fight Night: Chiesa vs. Magny,Mike Davis vs. Mason Jones
UFC Fight Night: Chiesa vs. Magny,Umar Nurmagomedov vs. Sergey Morozov
UFC Fight Night: Chiesa vs. Magny,Manon Fiorot vs. Victoria Leonardo
UFC Fight Night: Holloway vs. Kattar,Max Holloway vs. Calvin Kattar
UFC Fight Night: Holloway vs. Kattar,Carlos Condit vs. Matt Brown
UFC Fight Night: Holloway vs. Kattar,Li Jingliang vs. Santiago Ponzinibbio
UFC Fight Night: Holloway vs. Kattar,Alessio Di Chirico vs. Joaquin Buckley
UFC Fight Night: Holloway vs. Kattar,Punahele Soriano vs. Dusko Todorovic
UFC Fight Night: Holloway vs. Kattar,Joselyne Edwards vs. Wu Yanan
UFC Fight Night: Holloway vs. Kattar,Carlos Felipe vs. Justin Tafa
UFC Fight Night: Holloway vs. Kattar,Ramazan Emeev vs. David Zawada
UFC Fight Night: Holloway vs. Kattar,Vanessa Melo vs. Sarah Moras
UFC Fight Night: Holloway vs. Kattar,Austin Lingo vs. Jacob Kilburn
UFC Fight Night: Thompson vs. Neal,Stephen Thompson vs. Geoff Neal
UFC Fight Night: Thompson vs. Neal,Jose Aldo vs. Marlon Vera
UFC Fight Night: Thompson vs. Neal,Michel Pereira vs. Khaos Williams
UFC Fight Night: Thompson vs. Neal,Rob Font vs. Marlon Moraes
UFC Fight Night: Thompson vs. Neal,Marcin Tybura vs. Greg Hardy
UFC Fight Night: Thompson vs. Neal,Anthony Pettis vs. Alex Morono
UFC Fight Night: Thompson vs. Neal,Pannie Kianzad vs. Sijara Eubanks
UFC Fight Night: Thompson vs. Neal,Deron Winn vs. Antonio Arroyo
UFC Fight Night: Thompson vs. Neal,Taila Santos vs. Gillian Robertson
UFC Fight Night: Thompson vs. Neal,Tafon Nchukwi vs. Jamie Pickett
UFC Fight Night: Thompson vs. Neal,Jimmy Flick vs. Cody Durden
UFC Fight Night: Thompson vs. Neal,Christos Giagos vs. Carlton Minus
UFC 256: Figueiredo vs. Moreno,Deiveson Figueiredo vs. Brandon Moreno
UFC 256: Figueiredo vs. Moreno,Charles Oliveira vs. Tony Ferguson
UFC 256: Figueiredo vs. Moreno,Mackenzie Dern vs. Virna Jandiroba
UFC 256: Figueiredo vs. Moreno,Kevin Holland vs. Jacare Souza
UFC 256: Figueiredo vs. Moreno,Ciryl Gane vs. Junior Dos Santos
UFC 256: Figueiredo vs. Moreno,Cub Swanson vs. Daniel Pineda
UFC 256: Figueiredo vs. Moreno,Rafael Fiziev vs. Renato Moicano
UFC 256: Figueiredo vs. Moreno,Gavin Tucker vs. Billy Quarantillo
UFC 256: Figueiredo vs. Moreno,Tecia Torres vs. Sam Hughes
UFC 256: Figueiredo vs. Moreno,Chase Hooper vs. Peter Barrett
UFC Fight Night: Hermansson vs. Vettori,Marvin Vettori vs. Jack Hermansson
UFC Fight Night: Hermansson vs. Vettori,Jamahal Hill vs. Ovince Saint Preux
UFC Fight Night: Hermansson vs. Vettori,Gabriel Benitez vs. Justin Jaynes
UFC Fight Night: Hermansson vs. Vettori,Roman Dolidze vs. John Allan
UFC Fight Night: Hermansson vs. Vettori,Jordan Leavitt vs. Matt Wiman
UFC Fight Night: Hermansson vs. Vettori,Louis Smolka vs. Jose Quinonez
UFC Fight Night: Hermansson vs. Vettori,Ilia Topuria vs. Damon Jackson
UFC Fight Night: Hermansson vs. Vettori,Jake Collier vs. Gian Villante
UFC Fight Night: Smith vs. Clark,Anthony Smith vs. Devin Clark
UFC Fight Night: Smith vs. Clark,Miguel Baeza vs. Takashi Sato
UFC Fight Night: Smith vs. Clark,Parker Porter vs. Josh Parisian
UFC Fight Night: Smith vs. Clark,Bill Algeo vs. Spike Carlyle
UFC Fight Night: Smith vs. Clark,Norma Dumont vs. Ashlee Evans-Smith
UFC Fight Night: Smith vs. Clark,Jonathan Pearce vs. Kai Kamaka
UFC Fight Night: Smith vs. Clark,Anderson Dos Santos vs. Martin Day
UFC Fight Night: Smith vs. Clark,Gina Mazany vs. Rachael Ostovich
UFC Fight Night: Smith vs. Clark,Sumudaerji vs. Malcolm Gordon
UFC Fight Night: Smith vs. Clark,Nate Maness vs. Luke Sanders
UFC 255: Figueiredo vs. Perez,Deiveson Figueiredo vs. Alex Perez
